sample_id,tibetan_audio,chinese_text,tibetan_text
L_F_0_05_134,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_134.wav,在雅加达大约有几千居民因洪水而受难。,ཡ་ཅ་ཏ་རུ་ཕལ་ཆེར་སྡོད་དམངས་སྟོང་ཕྲག་འགར་ཆུ་ལོག་གིས་གོད་ཆག་ཐེབས་པ།
m25-La28_383,./TCST/wav/U-Tsang/m25-La28/m25-La28_383.wav,现在轮到谁发球了？,ད་ལྟ་སུས་སྤོ་ལོ་འགོ་འཚུགས་གོ་རེད།
f58-La68_348,./TCST/wav/U-Tsang/f58-La68/f58-La68_348.wav,如果你想要健康，请不要过早下结论。,གལ་སྲིད་ཁྱེད་ལ་བདེ་ཐང་དགོས་ན་སྐུ་ཉིད་ནས་སྔ་ཙམ་ཞལ་ཐག་མ་བཞེས་གནང་།
L_F_0_05_004,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_004.wav,完善家电家具下乡政策、,ཁྱིམ་སྤྱོད་གློག་ཆས་དང་ཁྱིམ་ཆས་གཤམ་སྤེལ་ཐད་ཀྱི་སྲིད་ཇུས་དང་།
L_F_0_02_392,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_392.wav,奥巴马和内塔尼亚胡正在谈判。,ཨོ་པཱ་མཱ་དང་ནེ་ཐཱ་ནི་ཡཱ་ཧུའུ་གཉིས་ཀྱིས་གྲོས་མོལ་བྱེད་བཞིན་པ།
m25-La28_391,./TCST/wav/U-Tsang/m25-La28/m25-La28_391.wav,我不明白你所说的。,ངས་རང་གི་བཤད་པ་དེ་ཧ་གོ་མ་སོང།
L_M_0_06_093,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_093.wav,吉布斯在白宫发表的一份声明中说。,ཅི་པུའུ་སི་ཡིས་ཕོ་བྲང་དཀར་པོ་ནས་སྤེལ་བའི་གསལ་སྒྲོག་ཅིག་གི་ནང་བཤད་རྒྱུར།
m20-La40_106,./TCST/wav/U-Tsang/m20-La40/m20-La40_106.wav,他把一种类型看作是其他类型的变种。,ཁོང་གིས་རིགས་དབྱིབས་གཅིག་རིགས་དབྱིབས་གཞན་གྱི་རྒྱུད་འགྱུར་ལ་བརྩི་བ་དང་།
L_F_0_13_111,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_111.wav,国务院关于二零零九年中央决算的报告、,རྒྱལ་སྲིད་སྤྱི་ཁྱབ་ཁང་གི་ཉིས་སྟོང་དགུ་ལོའི་ཀྲུང་དབྱང་ངེས་རྩིས་སྐོར་གྱི་སྙན་ཞུ་དང་།
m20-La40_276,./TCST/wav/U-Tsang/m20-La40/m20-La40_276.wav,因为各个物种的数目往北走都会减少。,རྒྱུ་མཚན་ནི་སྐྱེ་དངོས་རིགས་སོ་སོའི་ཁ་གྲངས་བྱང་ཕྱོགས་སུ་སོང་ན་ཚང་མ་ཇེ་ཉུང་ལ་འགྲོ་བས།
m25-La28_350,./TCST/wav/U-Tsang/m25-La28/m25-La28_350.wav,他是乘火车来的。,ཁོང་མེ་འཁོར་ནང་ཡོང་གི་རེད།
f58-La68_229,./TCST/wav/U-Tsang/f58-La68/f58-La68_229.wav,依法治国、建设社会主义法治国家,ཁྲིམས་ལྟར་རྒྱལ་སྐྱོང་།སྤྱི་ཚོགས་རིང་ལུགས་ཀྱི་ཁྲིམས་སྐྱོང་རྒྱལ་ཁབ་འཛུགས་སྐྲུན་བཅས་བྱས།
L_M_0_06_099,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_099.wav,必须进一步强化政府和企业的责任，,ངེས་པར་དུ་སྲིད་གཞུང་དང་ཁེ་ལས་ཀྱི་འགན་འཁྲི་སྔར་ལས་ཇེ་དྲག་ཏུ་གཏོང་བ་དང་།
L_M_0_10_215,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_215.wav,周永康十分关心青海的经济发展。,ཀྲིག་ཡུང་ཁང་གིས་མཚོ་སྔོན་གྱི་དཔལ་འབྱོར་འཕེལ་རྒྱས་ལ་ཧ་ཅང་ཐུགས་ཁུར་གནང་བཞིན་ཡོད།
L_F_0_10_265,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_265.wav,从华盛顿乘专机前往巴西利亚。,ཝ་ཧྲིན་ཐོན་ནས་ཆེད་བཏང་གནམ་གྲུར་བཞུགས་ཏེ་པ་ཞི་ལི་ཡར་ཕེབས་པ་རེད།
f71-La16_261,./TCST/wav/U-Tsang/f71-La16/f71-La16_261.wav,几年来印了一千多段藏文大藏经，供区内外佛教寺院使用。,ལོ་འགའི་ནང་བོད་ཡིག་བཀའ་འགྱུར་དུམ་པ་ཆིག་སྟོང་ལྷག་དཔར་ནས་ལྗོངས་ཕྱི་ནང་གི་ནང་བསྟན་དགོན་པར་མཁོ་སྤྲོད་བྱས།
L_F_0_02_165,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_165.wav,武装人员袭击喀布尔。,དྲག་ཆས་མི་སྣས་ཁ་པུར་ལ་འཇབ་རྒོལ་བྱས་པ།
L_M_0_20_201,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_201.wav,安理会当天以12票赞成通过决议。,བདེ་འཇགས་ལས་འཛིན་ལྷན་ཚོགས་ཀྱིས་ཉིན་དེར་འདེམ་ཤོག་བཅུ་གཉིས་འཐད་པ་བྱུང་བ་དང་།
L_F_0_10_351,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_351.wav,双方加强了高层领导人之间的交往，,ཕྱོགས་གཉིས་ཀྱིས་མཐོ་རིམ་མགོ་ཁྲིད་བར་གྱི་འགྲོ་འོང་ལ་ཤུགས་བསྣན་ཞིང་།
L_F_0_05_097,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_097.wav,瓦诺阿图总理即将访华,ཝ་ནོ་ཨ་ཐུའུ་ཡི་ཙུང་ལི་ཡིས་ཀྲུང་གོར་འཚམས་འདྲི་བྱེད་རྒྱུ་ཡིན་པ།
f71-La16_120,./TCST/wav/U-Tsang/f71-La16/f71-La16_120.wav,紧密团结在以胡锦涛同志为总书记的党中央周围。,བློ་མཐུན་ཧུའུ་ཅིན་ཐའོ་ཡིས་སྤྱི་ཁྱབ་ཧྲུའུ་ཅི་གནང་བའི་ཏང་ཀྲུང་དབྱང་གི་མཐའ་སྐོར་དུ་མཐུན་སྒྲིལ་དམ་ཟབ་བྱ་དགོས།
bodkb-198,./TCST/wav/Kham/bodkb/bodkb_198.wav,央金感冒了,དབྱངས་ཅན་ལ་འཆམ་པ་ཕོག་གདའ།
L_M_0_10_126,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_126.wav,双方高层领导人交往频繁。,ཕྱོགས་གཉིས་ཀྱི་མཐོ་རིམ་མགོ་ཁྲིད་པའི་འགྲོ་འོང་ཇེ་མང་དུ་སོང་ཞིང་།
m25-La28_291,./TCST/wav/U-Tsang/m25-La28/m25-La28_291.wav,这种情形怎样适合于自然选择的学说呢？,གནས་བབ་འདི་རང་བྱུང་བསལ་འདེམས་ཀྱི་གཞུང་ལུགས་ལ་མཐུན་པོ་ཇི་ལྟར་བྱུང་བ་ཡིན་ནམ།
f71-La16_6,./TCST/wav/U-Tsang/f71-La16/f71-La16_6.wav,不仅有利于我们加强党风廉政建设，,ང་ཚོའི་ཏང་སྲོལ་ཡོ་བསྲང་དང་སྲིད་དོན་གཙང་སྐྱོང་བྱེད་པར་ཕན་ཐོགས་ཡོད་པ་མ་ཟད།
L_F_0_05_283,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_283.wav,记者朱某、胡星记者23日获悉，,གསར་འགོད་པ་སྒྲོན་ལགས་དང་ཧུའུ་ཤིང་གསར་འགོད་པས་ཚེས་༢༣ཉིན་གནས་ཚུལ་ཤེས་རྟོགས་བྱུང་གསལ།
L_M_0_13_318,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_318.wav,引导生产要素向农村集聚。,ཐོན་སྐྱེད་རྒྱུ་ཆ་སྔར་ལས་ཞིང་སྡེ་ལ་འཛོམས་པར་སྣེ་ཁྲིད་བྱས་ཏེ།
L_M_0_10_059,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_059.wav,屯渠镇的桥柳村和龙门山镇。,ཐུན་ཅུས་གྲོང་རྡལ་གྱི་ཆའོ་ལིའུ་སྡེ་བ་དང་ལུང་མིན་ཧྲན་གྲོང་རྡལ།
L_M_0_06_261,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_261.wav,据记者从青海省民政厅了解到。,གསར་འགོད་པས་མཚོ་སྔོན་ཞིང་ཆེན་དམངས་སྲིད་ཐིན་ནས་རྒྱུས་ལོན་བྱས་པ་ལྟར་ན།
f58-La68_171,./TCST/wav/U-Tsang/f58-La68/f58-La68_171.wav,不喝含酒精的饮料。,ཆང་བཅུད་འདྲེས་པའི་བཏུང་བ་མི་འཐུང་བ།
bodkb-060,./TCST/wav/Kham/bodkb/bodkb_060.wav,听说寝室会重新分配,ཉལ་ཁང་མགོ་ནས་བགོ་རྒྱུ་རེད་ཟེར་གོ་སོང་།
maqufb-068,./TCST/wav/Amdo/maqufb/maqufb_068.wav,成为先进的交叉学科领域的开拓者，,སྔོན་ཐོན་གྱི་རིག་ཚན་འདྲེས་མའི་ཁྱབ་ཁོངས་སུ་སྲོལ་གཏོད་པར་གྱུར་ཏེ།
L_M_0_10_136,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_136.wav,李克强会见孟加拉国外长,ལི་ཁི་ཆང་གིས་སང་ག་ལའི་ཕྱི་འབྲེལ་པུའུ་ཀྲང་ལ་མཇལ་འཕྲད་གནང་བ།
L_F_0_13_014,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_014.wav,李长春考察哈尔滨工业大学工作。,ལིས་ཁྲང་ཁྲོན་གྱིས་ཧཱ་ཨར་པེན་བཟོ་ལས་སློབ་ཆེན་གྱི་བྱ་བར་རྟོག་ཞིབ་མཛད་པ།
f21-La41_301,./TCST/wav/U-Tsang/f21-La41/f21-La41_301.wav,我们去机场，十分钟后登机。,ང་ཚོ་གནམ་ཐང་ལ་འགྲོ་སྐར་མ་བཅུའི་རྗེས་སུ་གནམ་་གྲུ་འཛུལ་དགོས།
f58-La68_361,./TCST/wav/U-Tsang/f58-La68/f58-La68_361.wav,你收到你叔叔的信有多久了？,ཁྱེད་རང་ལ་ཨ་ཁུ་ཡི་འཕྲིན་ཡིག་དེ་ལག་དུ་སླེབས་ནས་དུས་ཡུན་ཇི་ཙམ་ཕྱིན་སོང་།
bodad-097,./TCST/wav/Amdo/bodad/bodad_097.wav,准备好了吗,གྲ་སྒྲིག་ཡེ་དང་ནེ།
L_M_0_20_393,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_393.wav,我受损的交通设施正在恢复抢修中。,ང་གུན་ཐེབས་པའི་འགྲིམ་འགྲུལ་སྒྲིག་བཀོད་སླར་གསོ་དང་འཕྲལ་བཟོ་བྱེད་བཞིན་པའི་སྒང་ཡིན།
L_F_0_05_078,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_078.wav,哥伦比亚火山喷发,ཁོ་ལོམ་པི་ཡ་རུ་མེ་རི་འཕྱུར་བ།
L_M_0_06_402,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_402.wav,建设好保障性安居工程，,འགན་སྲུང་རང་བཞིན་གྱི་བདེ་སྡོད་བཟོ་བཀོད་འཇུགས་སྐྲུན་ལེགས་པོ་བྱེད་དགོས་ཞེས་ནན་གྱིས་བསྟན་པ།
m25-La28_388,./TCST/wav/U-Tsang/m25-La28/m25-La28_388.wav,还是留着这个吧。,བྱེད་རྒྱུ་འདི་བཞག་ན་དགའ།
bodwz-100,./TCST/wav/U-Tsang/bodwz/bodwz_100.wav,老师点名了吗,རྒན་ལགས་གིས་མིང་འཐོ་འདོན་སོང་།
L_M_0_20_166,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_166.wav,今年昌都地区要大力发展非农产业，,ད་ལོར་ཆབ་མདོ་ས་ཁུལ་གྱིས་ཞིང་ལས་མིན་པའི་ཐོན་ལས་གོང་འཕེལ་ཤུགས་ཆེན་གཏོང་བ་དང།
L_M_0_20_327,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_327.wav,城区部分电力和通信设施也已恢复。,གྲོང་ཁུལ་གྱི་གློག་ཤུགས་དང་འཕྲིན་གཏོང་སྒྲིག་ཆས་ཁ་ཤས་ཀྱང་སླར་གསོ་བྱས་ཡོད།
L_M_0_06_041,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_041.wav,平静生活中孕育着新希望的古镇,ལྷིང་འཇགས་ཀྱི་འཚོ་བའི་ཁྲོད་རེ་བ་གསར་བའི་མྱུ་གུ་དལ་གྱིས་འབུས་པའི་སྐྱེ་རྒུ་གྲོང་རྡལ།
cuoxiang-155,./TCST/wav/U-Tsang/cuoxiang/cuoxiang_155.wav,经常在五点吃晚饭。,དགོང་དག་ཁ་ལག་རྟག་པར་ཆུ་ཚོད་ལྔ་པར་གཏོང་གི་ཡོད་རེད།
bodad-023,./TCST/wav/Amdo/bodad/bodad_023.wav,怎么可能呢,དཔེ་ཡོད་ནེ།
L_M_0_13_013,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_013.wav,尽量把灾害损失控制在最低限度。,གང་ནུས་ཀྱིས་གནོད་འཚེའི་གྱོང་གུད་ཆེས་དམའ་བའི་ཚད་དུ་ཚོད་འཛིན་བྱེད་དགོས་པ་ནན་བཤད་བྱས།
f71-La16_369,./TCST/wav/U-Tsang/f71-La16/f71-La16_369.wav,那是玉带桥吗？,ཕ་གི་གཡུ་ཐོག་ཟམ་པ་རེད་པས།
L_M_0_10_308,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_308.wav,据说农历正月初一，喇嘛新年；,ཤོད་སྲོལ་ལ་ཧོར་ཟླ་དང་པོའི་ཚེས་གཅིག་ལ་བླ་མ་ལོ་གསར་དང་།
m25-La28_89,./TCST/wav/U-Tsang/m25-La28/m25-La28_89.wav,国防建设必须服从国家经济建设的大局。,རྒྱལ་སྲུང་འཛུགས་སྐྲུན་གྱིས་ངེས་པར་དུ་རྒྱལ་ཁབ་ཀྱི་དཔལ་འབྱོར་འཛུགས་སྐྲུན་གྱི་ཁྱོན་ཡོངས་ལ་བརྩི་སྲུང་བྱ་དགོས།
bodad-007,./TCST/wav/Amdo/bodad/bodad_007.wav,卡里面别忘了充钱,ཟས་བྱང་ནང་ལ་སྒོར་མོ་འཇོག་རྒྱུ་མ་བརྗེད་གོ
f6-La11_256,./TCST/wav/U-Tsang/f6-La11/f6-La11_256.wav,后来部分地或全部地从事一种专门技能的单一器官；,རྗེས་སུ་ཁག་ཅིག་གམ་ཡང་ན་ཚང་མ་ཆེད་དུ་ནུས་རྩལ་གཅིག་གཉེར་བའི་དབང་པོ་སྣ་གཅིག་དང་།
L_M_0_20_019,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_019.wav,参加徒步活动的人们在闭幕式上合影。,གོམ་བགྲོད་བྱེད་སྒོར་ཞུགས་མཁན་རྣམས་ཀྱིས་མཇུག་བསྡུའི་གསོལ་སྟོན་སྟེང་མཉམ་པར་བསྐྱོན་བཞིན་པ།
L_F_0_13_125,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_125.wav,马顺清还建议加快清理废墟，,མ་ཧྲོན་ཆིན་གྱིས་ད་དུང་ཞིག་རོ་གཙང་དག་བྱེད་ཚད་ཇེ་མགྱོགས་སུ་གཏོང་བ་དང་།
f21-La41_232,./TCST/wav/U-Tsang/f21-La41/f21-La41_232.wav,经过中国共产党人和全国人民艰苦奋斗，,ཀྲུང་གོའི་གུང་ཁྲན་ཏང་མི་དང་རྒྱལ་ཡོངས་མི་དམངས་ཀྱིས་དཀའ་སྤྱད་འབད་བརྩོན་བྱས།
L_F_0_13_010,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_010.wav,充分认识当前山洪地质灾害的严峻形势，,དེང་སྐབས་ཀྱི་ཆུ་ལོག་ས་གཤིས་གནོད་འཚེའི་གནས་བབ་ཚབས་ཆེན་ལ་ངོས་འཛིན་གང་ལེགས་བྱས་ཏེ།
L_F_0_10_017,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_017.wav,出现在精彩的青海世博会上，,ངོ་མཚར་བའི་མཚོ་སྔོན་འཛམ་གླིང་འགྲེམ་སྟོན་ཚོགས་འདུའི་སྟེང་མངོན་པ་དང་།
bodad-036,./TCST/wav/Amdo/bodad/bodad_036.wav,你有什么爱好吗,ཁྱོད་དགའ་ཕྱོགས་ཆི་ཟིག་ཡོད་ནེ།
L_M_0_18_197,./TCST/wav/U-Tsang/L_M_0_18/L_M_0_18_197.wav,关切地问：他们家有没有伤亡？,ཐུགས་ཁུར་ཆེན་པོའི་སྒོ་ནས་ཁོ་རྣམས་ཀྱི་ཁྱིམ་ལ་ཤི་རྨས་བྱུང་ཡོད་མེད་དང་།
L_M_0_06_292,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_292.wav,到明年一月他的总统任期就满了。,སང་ལོའི་ཟླ་དང་པོར་ཁོའི་ཙུང་ཐུང་གི་འགན་ཁུར་ཡུན་ལོངས་བ་རེད།
L_F_0_13_153,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_153.wav,习近平会见芬兰国家议长尼尼斯托,ཞི་ཅིན་ཕེན་གྱིས་ཧྥིན་ལན་རྒྱལ་ཁབ་ཀྱི་གྲོས་དཔོན་ཉི་ཉི་སི་ཐོ་ལ་མཇལ་འཕྲད་གནང་བ།
m25-La28_346,./TCST/wav/U-Tsang/m25-La28/m25-La28_346.wav,今天天气好,དེ་རིང་གནམ་གཤིས་ཡག་པོ་འདུག།
L_F_0_02_295,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_295.wav,民族团结等方面与网友交流思想，,མི་རིགས་མཐུན་སྒྲིལ་སོགས་ཀྱི་ཐད་ནས་དྲ་གྲོགས་རྣམས་དང་བསམ་བློ་བརྗེ་རེས་བྱས།
f21-La41_130,./TCST/wav/U-Tsang/f21-La41/f21-La41_130.wav,最根本的是我们要做好国内的经济工作。,ཆེས་རྩ་བར་གྱུར་པ་ནི་ང་ཚོས་རྒྱལ་ནང་གི་དཔལ་འབྱོར་ལས་དོན་ཡག་པོ་སྒྲུབ་པ་དེ་ཡིན།
m25-La28_84,./TCST/wav/U-Tsang/m25-La28/m25-La28_84.wav,我曾在另一本着作中，为园艺家所谓的“芽变植物”编过一张长长的表。,བདག་གིས་རྩོམ་དེབ་གཞན་ཞིག་ཏུ་ལྡུམ་རའི་ལག་རྩལ་པས“མྱུག་འགྱུར་རྩི་ཤིང“ཟེར་པར་རེའུ་མིག་རིང་པོ་ཞིག་བསྒྲིགས་མྱོང་།
L_F_0_05_175,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_175.wav,青海藏语卫星频道相继开通，,མཚོ་སྔོན་བོད་སྐད་འཁོར་སྐར་འཕྲིན་ལམ་སྔ་གཞུག་ཏུ་བཙུགས་པ་དང་།
m20-La40_202,./TCST/wav/U-Tsang/m20-La40/m20-La40_202.wav,一些地方、一些学校教师队伍过大，,ས་གནས་ཁ་ཤས་དང་སློབ་གྲྭ་འགའ་རེའི་དགེ་རྒན་གྱི་དཔུང་ཁག་ཆེ་དྲགས་པ།
maqumd-028,./TCST/wav/Amdo/maqumd/maqumd_028.wav,基本8万，公务员18万，大病不封顶。,གཞི་རྩའི་ཚད་ཐིག་སྒོར་ཁྲི8དང་གཞུང་ཞབས་པར་སྒོར་ཁྲི18 ནད་རིགས་ཆེ་ཁག་གི་ཚད་ཐིག་མ་འགྲུབ།
f58-La68_394,./TCST/wav/U-Tsang/f58-La68/f58-La68_394.wav,我的上衣全脏了，现在我没有衣服穿了。,ངའི་སྟོད་དགོས་ཆ་ཚང་ཙོག་པོ་ཆགས་འདུག་ད་ལྟ་ང་ལ་སྟོད་གོས་གྱོན་རྒྱུ་མེད།
L_F_0_05_149,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_149.wav,四是维护民族团结和社会稳定；,བཞི་ནས་མི་རིགས་མཐུན་སྒྲིལ་དང་སྤྱི་ཚོགས་བརྟན་འཇགས་ལ་སྲུང་སྐྱོང་བྱེད་དགོས་པ།
L_F_0_10_039,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_039.wav,历届班禅都有到热振寺朝拜的习俗，,པཎ་ཆེན་རིམ་བྱུང་གང་ཡིན་ཡང་ར་སྒྲེང་དགོན་པར་གནས་འཇལ་དུ་ཕེབས་པའི་སྲོལ་ཡོད་ལ།
f6-La11_9,./TCST/wav/U-Tsang/f6-La11/f6-La11_9.wav,那种观点是由于生殖系统对于变化了的生活条件极其敏感。,ལྟ་བ་དེའི་སྐྱེ་འཕེལ་མ་ལག་ནི་འགྱུར་ལྡོག་བྱུང་བའི་འཚོ་བའི་ཆ་རྐྱེན་ལ་ཚོར་ཤེས་ཤིན་ཏུ་རྣོ་བའི་རྐྱེན་གྱིས།
f21-La41_115,./TCST/wav/U-Tsang/f21-La41/f21-La41_115.wav,可以分为全班讨论和分组讨论。,འཛིན་གྲྭ་ཡོངས་ཀྱི་གྲོས་སྡུར་དང་ཚོ་བགོད་གྲོས་སྡུར་གཉིས་སུ་དབྱེ་ཆོག་པ་དང་།
bodwz-200,./TCST/wav/U-Tsang/bodwz/bodwz_200.wav,去看电影吗,གློག་བརྙན་བལྟ་བར་འགྲོ་གས།
L_M_0_10_252,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_252.wav,日本民主党干事长小泽一郎表示。,འཇར་པན་དམངས་གཙོ་ཏང་གི་ལས་འཛིན་པ་ཞའོ་ཙེ་དབྱི་ལིང་གིས་བསྟན་དོན།
L_F_0_13_234,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_234.wav,去解决这两个部落之间的冲突。,ཚོ་ཁག་དེ་གཉིས་བར་གྱི་འཁྲུག་རྩོད་འགལ་བ་ཐག་གཅོད་བྱེད་དུ་འགྲོ་རྒྱུ་རེད་ཟེར།
L_M_0_20_231,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_231.wav,增进了两国高层交往，,རྒྱལ་ཁབ་གཉིས་ཀྱི་མཐོ་རིམ་བར་གྱི་འགྲོ་འོང་ཇེ་ཟབ་ཏུ་སོང་ལ།
bodwz-017,./TCST/wav/U-Tsang/bodwz/bodwz_017.wav,能不能便宜点,གོང་ཆུང་ཙམ་བྱེད་ན་ཡོང་གི་རེད་པས།
L_M_0_20_207,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_207.wav,有的眼眶里满是泪水，脸上满是尘土。,ལ་ལའི་མིག་ཀོང་དུ་མཆི་མ་འཁྱིལ་ཡོད་ཅིང་གདོང་ས་ས་རྡུལ་གྱིས་ཁེངས་ཡོད།
cuoxiang-147,./TCST/wav/U-Tsang/cuoxiang/cuoxiang_147.wav,八点学习，,ཆུ་ཚོད་བརྒྱད་པ་ནས་སློབ་སྦྱོང་བྱས།
L_M_0_10_402,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_402.wav,维西县开展全民健身舞蹈比赛。,འབའ་ལུང་རྫོང་གིས་དམངས་ཡོངས་ཀྱི་ལུས་སྦྱོང་ཞབས་བྲོ་འགྲན་བསྡུར་སྤེལ་བ།
m25-La28_375,./TCST/wav/U-Tsang/m25-La28/m25-La28_375.wav,做一个决定。,ཐག་གཅིག་བཅོད་ད།
bodkb-121,./TCST/wav/Kham/bodkb/bodkb_121.wav,你的字迹好看,ཁྱོད་ཀྱི་ཡིག་གཟུགས་ཡག་པོ་གདའ།
m25-La28_182,./TCST/wav/U-Tsang/m25-La28/m25-La28_182.wav,积极参与东盟地区论坛的多边安全对话，,ཤར་ཕྱོགས་མནའ་འབྲེལ་ས་ཁུལ་གྱི་གླེང་སྟེགས་ཁོངས་ཀྱི་ཕྱོགས་མང་བདེ་འགོད་གླེང་མོལ་ཧུར་ཐག་ཞུགས་པ།
m25-La28_6,./TCST/wav/U-Tsang/m25-La28/m25-La28_6.wav,充分发挥党员的先锋模范作用。,ཏང་ཡོན་གྱི་གདོང་ལེན་དང་དཔེ་བཟང་གི་ནུས་པ་འདོན་སྤེལ་གང་ལེགས་བྱ་རྒྱུ།
L_M_0_20_169,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_169.wav,三是加强和改进新形势下党的建设。,གསུམ་ནས་གནས་བབ་གསར་བའི་ཏང་གི་འཛུགས་སྐྲུན་ལ་ཤུགས་སྣོན་དང་ལེགས་བཅོས་བྱས་ཏེ།
f58-La68_118,./TCST/wav/U-Tsang/f58-La68/f58-La68_118.wav,女性青少年感染性病和艾滋病的风险很高。,བུད་མེད་ལོ་ཆུང་ལ་མཚན་ནད་དང་ཨེ་ཙི་འགོས་ནད་འགོ་བའི་ཉེན་ཁ་ཧ་ཅང་ཆེ།
m20-La40_361,./TCST/wav/U-Tsang/m20-La40/m20-La40_361.wav,下周二是我61岁的生日。,ཞུགས་མའི་གཟའ་མིག་དམར་ལ་ང་ལོ་༦༡ཀྱི་སྐྱེས་སྐར་རེད།
L_M_0_06_088,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_088.wav,参加会议的俄罗斯外交大臣拉夫洛夫说。,གྲོས་ཚོགས་ལ་ཞུགས་པའི་ཨུ་རུ་སུའི་ཕྱི་འབྲེལ་བློན་ཆེན་ལཱ་ཧྥུ་ལོ་ཧྥུ་ཡིས་བཤད་རྒྱུར།
L_F_0_10_406,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_406.wav,根据美国地质勘探局提交的报告，,ཨ་མེ་རི་ཁའི་ས་གཤིས་རྩད་གཅོད་ཅུའུ་ཡིས་ཕུལ་བའི་སྙན་ཞུ་ལྟར་ན།
maqufb-001,./TCST/wav/Amdo/maqufb/maqufb_001.wav,我们既要发扬全人类的共同价值,ང་ཚོས་མིའི་རིགས་ཡོངས་ཀྱི་ཐུན་མོང་གི་རིན་ཐང་དར་སྤེལ་གཏོང་དགོས་ལ། 
L_F_0_10_245,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_245.wav,向智利总统比切莱特打来慰问电话，,ཀྲི་ལེ་རྒྱལ་ཁབ་ཀྱི་ཙུང་ཐུང་པེ་ཆེ་ལའེ་ཐི་ལ་འཚམས་འདྲིའི་ཁ་པར་བཏང་སྟེ།
L_F_0_13_410,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_410.wav,围绕改善群众生活这个重点，,མང་ཚོགས་ཀྱི་འཚོ་བ་ལེགས་བཅོས་བྱེད་པའི་གཙོ་གནད་འདི་ལ་དམིགས་ཡོད་ཅིང་།
f6-La11_199,./TCST/wav/U-Tsang/f6-La11/f6-La11_199.wav,纠正他们因生活困难寄希望于宗教的错误做法。,ཁོ་ཚོའི་འཚོ་བའི་དཀའ་ཁག་གི་རྐྱེན་གྱིས་ཆོས་ལུགས་ལ་རེ་བཅོལ་བྱེད་པའི་ནོར་འཁྲུལ་གྱི་བྱ་ཐབས་བཅོས་སུ་འཇུག་དགོས།
f58-La68_52,./TCST/wav/U-Tsang/f58-La68/f58-La68_52.wav,历史和现实都表明，,ལོ་རྒྱུས་དང་དངོས་ཡོད་གང་ཞིག་གི་ཐོག་ནས་བཤད་ཀྱང་།
f58-La68_91,./TCST/wav/U-Tsang/f58-La68/f58-La68_91.wav,由中央委员会全体会议选举。,ཀྲུང་དབྱང་ཨུ་ཡོན་ལྷན་ཁང་གི་ཚང་འཛོམས་གྲོས་ཚོགས་ཐོག་འདེམས་བསྐོ་བྱ་རྒྱུ།
